trading_day,datetime,symbol,tq_symbol,exchange,product,sector,contract_id,open,high,low,close,volume,open_oi,close_oi,amount,data_source,contract_mode,duration_seconds,fetch_time
2023-07-21,1.6898688e+18,LC,KQ.m@GFEX.lc,GFEX,lc,new_energy,0.0,238300.0,238900.0,214150.0,215100.0,59519.0,0.0,5854.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 07:10:32
2023-07-24,1.690128e+18,LC,KQ.m@GFEX.lc,GFEX,lc,new_energy,1.0,214150.0,214700.0,209000.0,211400.0,40662.0,5854.0,7680.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 07:10:32
2023-07-25,1.6902144e+18,LC,KQ.m@GFEX.lc,GFEX,lc,new_energy,2.0,212250.0,225900.0,211000.0,225900.0,61787.0,7680.0,9213.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 07:10:32
2023-07-26,1.6903008e+18,LC,KQ.m@GFEX.lc,GFEX,lc,new_energy,3.0,226900.0,240450.0,223050.0,227800.0,95688.0,9213.0,9122.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 07:10:32
2023-07-27,1.6903872e+18,LC,KQ.m@GFEX.lc,GFEX,lc,new_energy,4.0,231600.0,234100.0,223000.0,224900.0,44923.0,9122.0,9603.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 07:10:32
2023-07-28,1.6904736e+18,LC,KQ.m@GFEX.lc,GFEX,lc,new_energy,5.0,223750.0,230450.0,222050.0,227900.0,42934.0,9603.0,9217.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 07:10:32
2023-07-31,1.6907328e+18,LC,KQ.m@GFEX.lc,GFEX,lc,new_energy,6.0,228550.0,232850.0,227850.0,228050.0,33526.0,9217.0,9667.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 07:10:32
2023-08-01,1.6908192e+18,LC,KQ.m@GFEX.lc,GFEX,lc,new_energy,7.0,229450.0,230000.0,225700.0,228400.0,20971.0,9667.0,9785.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 07:10:32
2023-08-02,1.6909056e+18,LC,KQ.m@GFEX.lc,GFEX,lc,new_energy,8.0,228900.0,230350.0,227950.0,228550.0,16109.0,9785.0,9731.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 07:10:32
2023-08-03,1.690992e+18,LC,KQ.m@GFEX.lc,GFEX,lc,new_energy,9.0,226000.0,230050.0,224600.0,229650.0,19658.0,9731.0,10136.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 07:10:32
2023-08-04,1.6910784e+18,LC,KQ.m@GFEX.lc,GFEX,lc,new_energy,10.0,231250.0,232600.0,228400.0,228950.0,12850.0,10136.0,10314.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 07:10:32
2023-08-07,1.6913376e+18,LC,KQ.m@GFEX.lc,GFEX,lc,new_energy,11.0,227700.0,228800.0,219500.0,219800.0,29799.0,10314.0,12270.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 07:10:32
2023-08-08,1.691424e+18,LC,KQ.m@GFEX.lc,GFEX,lc,new_energy,12.0,219100.0,221450.0,216300.0,217000.0,30145.0,12270.0,13918.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 07:10:32
2023-08-09,1.6915104e+18,LC,KQ.m@GFEX.lc,GFEX,lc,new_energy,13.0,217100.0,218200.0,215200.0,217800.0,25550.0,13918.0,13673.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 07:10:32
2023-08-10,1.6915968e+18,LC,KQ.m@GFEX.lc,GFEX,lc,new_energy,14.0,217900.0,219000.0,210050.0,210500.0,32365.0,13673.0,17113.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 07:10:32
2023-08-11,1.6916832e+18,LC,KQ.m@GFEX.lc,GFEX,lc,new_energy,15.0,210000.0,211700.0,205300.0,208800.0,51821.0,17113.0,18289.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 07:10:32
2023-08-14,1.6919424e+18,LC,KQ.m@GFEX.lc,GFEX,lc,new_energy,16.0,207500.0,207500.0,196750.0,196750.0,51678.0,18289.0,23419.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 07:10:32
2023-08-15,1.6920288e+18,LC,KQ.m@GFEX.lc,GFEX,lc,new_energy,17.0,196000.0,198050.0,193400.0,194500.0,78365.0,23419.0,25479.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 07:10:32
2023-08-16,1.6921152e+18,LC,KQ.m@GFEX.lc,GFEX,lc,new_energy,18.0,194050.0,200300.0,192050.0,196250.0,76180.0,25479.0,24567.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 07:10:32
2023-08-17,1.6922016e+18,LC,KQ.m@GFEX.lc,GFEX,lc,new_energy,19.0,196000.0,198350.0,192250.0,194000.0,67975.0,24567.0,26791.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 07:10:32
2023-08-18,1.692288e+18,LC,KQ.m@GFEX.lc,GFEX,lc,new_energy,20.0,195500.0,197700.0,194600.0,195750.0,42991.0,26791.0,24198.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 07:10:32
2023-08-21,1.6925472e+18,LC,KQ.m@GFEX.lc,GFEX,lc,new_energy,21.0,198150.0,203500.0,196200.0,201150.0,58940.0,24198.0,22723.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 07:10:32
2023-08-22,1.6926336e+18,LC,KQ.m@GFEX.lc,GFEX,lc,new_energy,22.0,201400.0,204350.0,197100.0,198300.0,54479.0,22723.0,22567.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 07:10:32
