trading_day,datetime,symbol,tq_symbol,exchange,product,sector,contract_id,open,high,low,close,volume,open_oi,close_oi,amount,data_source,contract_mode,duration_seconds,fetch_time
2016-01-05,1.4519232e+18,RU,KQ.m@SHFE.ru,SHFE,ru,chemical,0.0,10195.0,10235.0,10100.0,10190.0,317298.0,0.0,138274.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 07:10:32
2016-01-06,1.4520096e+18,RU,KQ.m@SHFE.ru,SHFE,ru,chemical,1.0,10140.0,10225.0,10050.0,10070.0,332470.0,138274.0,145219.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 07:10:32
2016-01-07,1.452096e+18,RU,KQ.m@SHFE.ru,SHFE,ru,chemical,2.0,9990.0,10150.0,9960.0,10080.0,392045.0,145219.0,139315.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 07:10:32
2016-01-08,1.4521824e+18,RU,KQ.m@SHFE.ru,SHFE,ru,chemical,3.0,10035.0,10195.0,9980.0,10090.0,344111.0,139315.0,136001.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 07:10:32
2016-01-11,1.4524416e+18,RU,KQ.m@SHFE.ru,SHFE,ru,chemical,4.0,10060.0,10150.0,9700.0,9700.0,393719.0,136001.0,153135.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 07:10:32
2016-01-12,1.452528e+18,RU,KQ.m@SHFE.ru,SHFE,ru,chemical,5.0,9720.0,9780.0,9590.0,9640.0,331505.0,153135.0,151719.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 07:10:32
2016-01-13,1.4526144e+18,RU,KQ.m@SHFE.ru,SHFE,ru,chemical,6.0,9745.0,9905.0,9715.0,9850.0,385925.0,151719.0,142301.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 07:10:32
2016-01-14,1.4527008e+18,RU,KQ.m@SHFE.ru,SHFE,ru,chemical,7.0,9850.0,9930.0,9690.0,9885.0,350756.0,142301.0,142534.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 07:10:32
2016-01-15,1.4527872e+18,RU,KQ.m@SHFE.ru,SHFE,ru,chemical,8.0,9865.0,9960.0,9765.0,9795.0,336432.0,142534.0,141799.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 07:10:32
2016-01-18,1.4530464e+18,RU,KQ.m@SHFE.ru,SHFE,ru,chemical,9.0,9740.0,10195.0,9720.0,10150.0,447285.0,141799.0,126692.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 07:10:32
2016-01-19,1.4531328e+18,RU,KQ.m@SHFE.ru,SHFE,ru,chemical,10.0,10140.0,10400.0,10050.0,10345.0,406798.0,126692.0,121908.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 07:10:32
2016-01-20,1.4532192e+18,RU,KQ.m@SHFE.ru,SHFE,ru,chemical,11.0,10325.0,10385.0,10160.0,10265.0,336995.0,121908.0,121033.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 07:10:32
2016-01-21,1.4533056e+18,RU,KQ.m@SHFE.ru,SHFE,ru,chemical,12.0,10200.0,10300.0,10165.0,10200.0,345503.0,121033.0,123197.0,,TQSDK,MAIN_CONTINUOUS,86400,2026-06-19 07:10:32
